ATAC name,RNA name
chr3:29412153-29412504,chr3:29412153-29412504
chr7:75534678-75535623,HIP1
chr7:75534678-75535623,chr7:75534678-75535623
chr4:56671902-56672263,HOPX
chr4:56671902-56672263,chr4:56671902-56672263
chr2:181148596-181148847,LINC01934
chr2:181148596-181148847,chr2:181148596-181148847
chr1:41685239-41685477,HIVEP3
chr1:41685239-41685477,chr1:41685239-41685477
chr1:182393939-182395113,GLUL
chr1:182393939-182395113,chr1:182393939-182395113
chr18:5503983-5504068,EPB41L3
chr18:5503983-5504068,chr18:5503983-5504068
chr5:158819076-158819462,EBF1
chr5:158819076-158819462,chr5:158819076-158819462
chr5:142809174-142809721,ARHGAP26
chr5:142809174-142809721,chr5:142809174-142809721
chr6:6395690-6396505,LY86-AS1
chr6:6395690-6396505,chr6:6395690-6396505
chr8:115623237-115623247,TRPS1
chr8:115623237-115623247,chr8:115623237-115623247
chr16:20774695-20775177,ACSM3
chr16:20774695-20775177,chr16:20774695-20775177
chr1:84572542-84575283,AL359762.1
chr1:84572542-84575283,chr1:84572542-84575283
AC016723.1,AC016723.1
chr13:51613132-51613258,WDFY2
chr13:51613132-51613258,chr13:51613132-51613258
chr16:17212910-17213499,XYLT1
chr16:17212910-17213499,chr16:17212910-17213499
chr21:39311892-39315078,BRWD1-AS1
chr21:39311892-39315078,chr21:39311892-39315078
chr4:165493286-165493654,CPE
chr4:165493286-165493654,chr4:165493286-165493654
AGAP1,chr2:235493937-235494074
AGAP1,chr2:235614512-235614734
AGAP1,chr2:235666466-235666647
AGAP1,chr2:235669234-235669967
AGAP1,chr2:235685056-235685443
AGAP1,chr2:235710306-235710700
AGAP1,chr2:235952038-235952329
AGAP1,AGAP1
chr4:142703638-142704591,INPP4B
chr4:142703638-142704591,chr4:142703638-142704591
chr4:40427155-40427481,RBM47
chr4:40427155-40427481,chr4:40427155-40427481
CEBPB,chr20:50188677-50195742
CEBPB,CEBPB
chr13:42394660-42396984,LINC02341
chr13:42394660-42396984,chr13:42394660-42396984
chr14:54629567-54630245,SAMD4A
chr14:54629567-54630245,chr14:54629567-54630245
chr2:201860587-201860910,CDK15
chr2:201860587-201860910,chr2:201860587-201860910
chr13:40178157-40178558,LINC00598
chr13:40178157-40178558,chr13:40178157-40178558
chr3:23210051-23210503,UBE2E2
chr3:23210051-23210503,chr3:23210051-23210503
chr6:146913396-146915091,STXBP5-AS1
chr6:146913396-146915091,chr6:146913396-146915091
chr6:13426092-13426549,GFOD1
chr6:13426092-13426549,chr6:13426092-13426549
chr11:73140353-73144234,FCHSD2
chr11:73140353-73144234,chr11:73140353-73144234
chr17:7081607-7082137,CLEC10A
chr17:7081607-7082137,chr17:7081607-7082137
chr10:20200728-20201170,PLXDC2
chr10:20200728-20201170,chr10:20200728-20201170
chr10:93427089-93428338,MYOF
chr10:93427089-93428338,chr10:93427089-93428338
chr11:12104924-12104997,MICAL2
chr11:12104924-12104997,chr11:12104924-12104997
chr19:7191578-7193128,INSR
chr19:7191578-7193128,chr19:7191578-7193128
chr19:34662844-34663457,SCGB2B2
chr19:34662844-34663457,chr19:34662844-34663457
CHL1,chr3:197699-198334
CHL1,chr3:212438-212740
CHL1,chr3:278102-279051
CHL1,chr3:289997-290393
CHL1,chr3:359727-360008
CHL1,CHL1
chr15:101015171-101015608,LRRK1
chr15:101015171-101015608,chr15:101015171-101015608
chr11:78338198-78338666,GAB2
chr11:78338198-78338666,AP003086.1
chr11:78338198-78338666,chr11:78338198-78338666
chr2:151947166-151948247,CACNB4
chr2:151947166-151948247,chr2:151947166-151948247
chr5:35229367-35230739,PRLR
chr5:35229367-35230739,chr5:35229367-35230739
chr2:12301867-12302581,MIR3681HG
chr2:12301867-12302581,chr2:12301867-12302581
chr6:134170179-134170390,SGK1
chr6:134170179-134170390,chr6:134170179-134170390
SRGN,chr10:69085468-69109374
SRGN,SRGN
chr16:3064615-3068977,IL32
chr16:3064615-3068977,chr16:3064615-3068977
chr5:56124786-56125254,ANKRD55
chr5:56124786-56125254,chr5:56124786-56125254
chr16:17415549-17417452,XYLT1
chr16:17415549-17417452,chr16:17415549-17417452
chr20:40719271-40719816,AL035665.2
chr20:40719271-40719816,chr20:40719271-40719816
chr20:57654192-57655031,PMEPA1
chr20:57654192-57655031,chr20:57654192-57655031
chr2:40487494-40488702,SLC8A1
chr2:40487494-40488702,chr2:40487494-40488702
chr5:78526907-78527852,LHFPL2
chr5:78526907-78527852,chr5:78526907-78527852
chr8:115647834-115650126,TRPS1
chr8:115647834-115650126,chr8:115647834-115650126
chr14:99687004-99688163,CYP46A1
chr14:99687004-99688163,chr14:99687004-99688163
chr11:118198046-118198910,JAML
chr11:118198046-118198910,chr11:118198046-118198910
chr16:85907455-85917378,IRF8
chr16:85907455-85917378,chr16:85907455-85917378
chrX:96683967-96686705,DIAPH2
chrX:96683967-96686705,chrX:96683967-96686705
chr14:22002659-22003874,TRAV18
chr14:22002659-22003874,chr14:22002659-22003874
chr2:69933257-69934959,MXD1
chr2:69933257-69934959,chr2:69933257-69934959
THRB,chr3:24238046-24238411
THRB,chr3:24483763-24484255
THRB,chr3:24494020-24496002
THRB,THRB
chr3:34016927-34017598,LINC01811
chr3:34016927-34017598,chr3:34016927-34017598
chr12:62003265-62003607,TAFA2
chr12:62003265-62003607,chr12:62003265-62003607
chr17:7079942-7080781,CLEC10A
chr17:7079942-7080781,chr17:7079942-7080781
chr10:87739698-87740912,PAPSS2
chr10:87739698-87740912,chr10:87739698-87740912
chr8:55922163-55922233,LYN
chr8:55922163-55922233,chr8:55922163-55922233
chr8:129483077-129483286,CCDC26
chr8:129483077-129483286,chr8:129483077-129483286
chr17:57860588-57862710,CUEDC1
chr17:57860588-57862710,chr17:57860588-57862710
chr20:43958899-43960580,TOX2
chr20:43958899-43960580,chr20:43958899-43960580
chr17:27529014-27529825,KSR1
chr17:27529014-27529825,chr17:27529014-27529825
chr15:29057904-29058153,APBA2
chr15:29057904-29058153,chr15:29057904-29058153
chr20:43938961-43940091,TOX2
chr20:43938961-43940091,chr20:43938961-43940091
chr6:45327817-45328697,RUNX2
chr6:45327817-45328697,chr6:45327817-45328697
chr7:101362776-101364380,COL26A1
chr7:101362776-101364380,chr7:101362776-101364380
chr4:101806824-101807765,BANK1
chr4:101806824-101807765,chr4:101806824-101807765
chr8:129418519-129419087,CCDC26
chr8:129418519-129419087,chr8:129418519-129419087
chr18:57655840-57656178,AC027097.2
chr18:57655840-57656178,chr18:57655840-57656178
chr5:89441963-89442245,MEF2C-AS1
chr5:89441963-89442245,chr5:89441963-89442245
MGST1,chr12:16347276-16349614
MGST1,chr12:16353643-16354008
MGST1,chr12:16359538-16359970
MGST1,chr12:16389862-16389907
MGST1,chr12:16393050-16393508
MGST1,chr12:16407292-16407773
MGST1,chr12:16573732-16573811
MGST1,MGST1
chr2:144682189-144684448,TEX41
chr2:144682189-144684448,chr2:144682189-144684448
chr7:5545521-5545682,ACTB
chr7:5545521-5545682,chr7:5545521-5545682
chr1:66278084-66278972,PDE4B
chr1:66278084-66278972,chr1:66278084-66278972
chr9:87663001-87663153,DAPK1
chr9:87663001-87663153,chr9:87663001-87663153
chr6:159714389-159715602,SOD2
chr6:159714389-159715602,chr6:159714389-159715602
CASC19,chr8:127086110-127086570
CASC19,chr8:127125086-127125423
CASC19,chr8:127161885-127162291
CASC19,chr8:127163635-127164357
CASC19,chr8:127168754-127171296
CASC19,chr8:127178473-127179023
CASC19,chr8:127180037-127180415
CASC19,chr8:127181889-127182409
CASC19,chr8:127184449-127185048
CASC19,chr8:127187630-127187647
CASC19,chr8:127188745-127189350
CASC19,chr8:127196313-127197691
CASC19,chr8:127199686-127200039
CASC19,chr8:127201106-127201770
CASC19,chr8:127206126-127207346
CASC19,chr8:127207948-127208547
CASC19,chr8:127209617-127211171
CASC19,chr8:127215546-127216054
CASC19,chr8:127222341-127223228
CASC19,CASC19
chr2:200305784-200307957,SPATS2L
chr2:200305784-200307957,chr2:200305784-200307957
chr6:127855560-127856004,THEMIS
chr6:127855560-127856004,chr6:127855560-127856004
chr5:143216984-143217462,ARHGAP26
chr5:143216984-143217462,chr5:143216984-143217462
chr17:47730670-47736148,TBX21
chr17:47730670-47736148,chr17:47730670-47736148
chr2:138500721-138505594,AC114763.1
chr2:138500721-138505594,chr2:138500721-138505594
chr5:159444510-159444859,AC008691.1
chr5:159444510-159444859,chr5:159444510-159444859
chr8:124606796-124608580,MTSS1
chr8:124606796-124608580,chr8:124606796-124608580
chr10:77554740-77556381,KCNMA1
chr10:77554740-77556381,chr10:77554740-77556381
chr12:10559059-10559821,LINC02446
chr12:10559059-10559821,chr12:10559059-10559821
chr14:104932359-104934554,PLD4
chr14:104932359-104934554,chr14:104932359-104934554
TIMP3,TIMP3
chr5:97182144-97184536,LIX1-AS1
chr5:97182144-97184536,chr5:97182144-97184536
chr13:32033677-32034019,FRY
chr13:32033677-32034019,chr13:32033677-32034019
chr14:72439696-72440147,RGS6
chr14:72439696-72440147,chr14:72439696-72440147
chr4:85778203-85778930,ARHGAP24
chr4:85778203-85778930,chr4:85778203-85778930
chr5:14380059-14380374,TRIO
chr5:14380059-14380374,chr5:14380059-14380374
chr11:86486493-86487192,AP001831.1
chr11:86486493-86487192,chr11:86486493-86487192
LGR4,chr11:27471141-27473433
LGR4,LGR4
chr11:65883435-65883553,CTSW
chr11:65883435-65883553,chr11:65883435-65883553
chr20:32056285-32057663,HCK
chr20:32056285-32057663,chr20:32056285-32057663
chr8:56005010-56007385,LYN
chr8:56005010-56007385,chr8:56005010-56007385
chr12:93741661-93743136,CRADD
chr12:93741661-93743136,chr12:93741661-93743136
LRRC26,chr9:137167314-137170095
LRRC26,LRRC26
chr14:106626885-106627436,IGHV4-59
chr14:106626885-106627436,chr14:106626885-106627436
chr8:23066807-23073043,TNFRSF10B
chr8:23066807-23073043,chr8:23066807-23073043
chr4:85679233-85679596,ARHGAP24
chr4:85679233-85679596,chr4:85679233-85679596
chr19:38020378-38020779,SIPA1L3
chr19:38020378-38020779,chr19:38020378-38020779
chr9:113161176-113163254,SLC31A2
chr9:113161176-113163254,chr9:113161176-113163254
chr6:81749878-81750280,TENT5A
chr6:81749878-81750280,chr6:81749878-81750280
chr17:58630129-58633275,TEX14
chr17:58630129-58633275,chr17:58630129-58633275
chr21:41195338-41195681,BACE2
chr21:41195338-41195681,chr21:41195338-41195681
chr2:149155255-149155462,LYPD6B
chr2:149155255-149155462,chr2:149155255-149155462
chr16:67326272-67328121,LRRC36
chr16:67326272-67328121,chr16:67326272-67328121
chr7:28423937-28424234,CREB5
chr7:28423937-28424234,chr7:28423937-28424234
chr10:124084716-124084869,CHST15
chr10:124084716-124084869,chr10:124084716-124084869
chr10:70600535-70604482,PRF1
chr10:70600535-70604482,chr10:70600535-70604482
chr17:27526219-27527125,KSR1
chr17:27526219-27527125,chr17:27526219-27527125
chr8:134681905-134682245,ZFAT
chr8:134681905-134682245,chr8:134681905-134682245
chr1:167503749-167504218,CD247
chr1:167503749-167504218,chr1:167503749-167504218
chr6:90103120-90104721,BACH2
chr6:90103120-90104721,chr6:90103120-90104721
chr4:173331932-173335820,HMGB2
chr4:173331932-173335820,chr4:173331932-173335820
chr6:32663371-32669762,HLA-DQB1
chr6:32663371-32669762,chr6:32663371-32669762
chr12:68119359-68120418,IFNG-AS1
chr12:68119359-68120418,chr12:68119359-68120418
chr22:33302025-33302403,LARGE1
chr22:33302025-33302403,chr22:33302025-33302403
chr10:88282088-88282208,RNLS
chr10:88282088-88282208,chr10:88282088-88282208
chr8:16603926-16604463,AC011586.2
chr8:16603926-16604463,chr8:16603926-16604463
chr6:132354300-132355238,MOXD1
chr6:132354300-132355238,chr6:132354300-132355238
chr4:142713367-142713747,INPP4B
chr4:142713367-142713747,chr4:142713367-142713747
chr22:28600543-28600934,TTC28
chr22:28600543-28600934,chr22:28600543-28600934
chr12:13196028-13198127,EMP1
chr12:13196028-13198127,chr12:13196028-13198127
chr13:108266196-108267824,TNFSF13B
chr13:108266196-108267824,chr13:108266196-108267824
chr6:124883023-124883389,RNF217-AS1
chr6:124883023-124883389,chr6:124883023-124883389
chr6:144332036-144332171,UTRN
chr6:144332036-144332171,chr6:144332036-144332171
chr20:19902356-19904027,RIN2
chr20:19902356-19904027,chr20:19902356-19904027
chr17:40414947-40415784,TOP2A
chr17:40414947-40415784,chr17:40414947-40415784
chr17:57872497-57875646,CUEDC1
chr17:57872497-57875646,chr17:57872497-57875646
chr3:45890426-45891017,CCR9
chr3:45890426-45891017,chr3:45890426-45891017
chr7:139885568-139886744,TBXAS1
chr7:139885568-139886744,chr7:139885568-139886744
chr7:79453434-79454174,MAGI2
chr7:79453434-79454174,chr7:79453434-79454174
chr3:48320946-48321407,SPINK8
chr3:48320946-48321407,chr3:48320946-48321407
chr6:22045235-22045691,CASC15
chr6:22045235-22045691,chr6:22045235-22045691
chr19:6099584-6100993,RFX2
chr19:6099584-6100993,chr19:6099584-6100993
chr6:108630045-108630833,FOXO3
chr6:108630045-108630833,chr6:108630045-108630833
chr10:77620025-77620452,KCNMA1
chr10:77620025-77620452,chr10:77620025-77620452
chr12:93851168-93851792,CRADD
chr12:93851168-93851792,chr12:93851168-93851792
chr11:132099682-132100171,NTM
chr11:132099682-132100171,chr11:132099682-132100171
chr15:90016775-90016995,ZNF710
chr15:90016775-90016995,chr15:90016775-90016995
chr10:31021806-31022436,ZNF438
chr10:31021806-31022436,chr10:31021806-31022436
chr17:64112136-64112608,ERN1
chr17:64112136-64112608,chr17:64112136-64112608
chr3:60017188-60018272,FHIT
chr3:60017188-60018272,chr3:60017188-60018272
chr5:88734023-88734742,MEF2C
chr5:88734023-88734742,chr5:88734023-88734742
chr16:57609276-57610875,ADGRG1
chr16:57609276-57610875,chr16:57609276-57610875
chr17:57898723-57900322,CUEDC1
chr17:57898723-57900322,chr17:57898723-57900322
chr7:10646090-10646827,AC004949.1
chr7:10646090-10646827,chr7:10646090-10646827
chr9:5111156-5113027,JAK2
chr9:5111156-5113027,chr9:5111156-5113027
chr17:1617568-1618302,SLC43A2
chr17:1617568-1618302,chr17:1617568-1618302
chr1:92623260-92623558,EVI5
chr1:92623260-92623558,chr1:92623260-92623558
chr5:14364115-14364506,TRIO
chr5:14364115-14364506,chr5:14364115-14364506
chr14:95183853-95184127,CLMN
chr14:95183853-95184127,chr14:95183853-95184127
chr5:35066300-35066663,PRLR
chr5:35066300-35066663,chr5:35066300-35066663
chr4:40486364-40487176,RBM47
chr4:40486364-40487176,chr4:40486364-40487176
chr12:104877105-104877489,SLC41A2
chr12:104877105-104877489,chr12:104877105-104877489
chr6:128112627-128112989,PTPRK
chr6:128112627-128112989,chr6:128112627-128112989
chr21:14027010-14027895,AP001347.1
chr21:14027010-14027895,chr21:14027010-14027895
chr7:79915372-79915771,GNAI1
chr7:79915372-79915771,chr7:79915372-79915771
chr6:90202080-90202652,BACH2
chr6:90202080-90202652,chr6:90202080-90202652
chr7:92723919-92724471,CDK6
chr7:92723919-92724471,chr7:92723919-92724471
ENPP3,chr6:131627431-131629202
ENPP3,chr6:131683456-131683939
ENPP3,chr6:131688247-131688770
ENPP3,ENPP3
chr6:6394347-6394634,LY86-AS1
chr6:6394347-6394634,chr6:6394347-6394634
chr2:215699922-215701490,AC012668.3
chr2:215699922-215701490,LINC00607
chr2:215699922-215701490,chr2:215699922-215701490
chr6:15330191-15332046,JARID2
chr6:15330191-15332046,chr6:15330191-15332046
chr15:51588901-51589548,DMXL2
chr15:51588901-51589548,chr15:51588901-51589548
chr4:40546966-40547529,RBM47
chr4:40546966-40547529,chr4:40546966-40547529
chr1:61253317-61255714,NFIA
chr1:61253317-61255714,chr1:61253317-61255714
AC109492.1,chr5:86970403-86971839
AC109492.1,chr5:86977166-86977572
AC109492.1,chr5:86979541-86980611
AC109492.1,chr5:87013021-87013467
AC109492.1,chr5:87015853-87016575
AC109492.1,chr5:87019680-87020627
AC109492.1,chr5:87053247-87053494
AC109492.1,chr5:87074937-87075659
AC109492.1,chr5:87079449-87079566
AC109492.1,chr5:87081217-87082319
AC109492.1,chr5:87103617-87104025
AC109492.1,chr5:87120423-87122303
AC109492.1,AC109492.1
chr13:91406709-91406825,GPC5
chr13:91406709-91406825,chr13:91406709-91406825
chr14:92737043-92737754,LGMN
chr14:92737043-92737754,chr14:92737043-92737754
chr8:21787710-21790142,GFRA2
chr8:21787710-21790142,chr8:21787710-21790142
chr4:76504928-76505162,SHROOM3
chr4:76504928-76505162,chr4:76504928-76505162
chr2:159124196-159125234,TANC1
chr2:159124196-159125234,chr2:159124196-159125234
chr16:3988012-3988358,ADCY9
chr16:3988012-3988358,chr16:3988012-3988358
chr10:97376057-97403290,RRP12
chr10:97376057-97403290,chr10:97376057-97403290
chr2:102449341-102449816,IL18RAP
chr2:102449341-102449816,chr2:102449341-102449816
chr8:11533182-11533961,BLK
chr8:11533182-11533961,chr8:11533182-11533961
TSBP1-AS1,chr6:32252595-32253029
TSBP1-AS1,chr6:32254625-32256114
TSBP1-AS1,chr6:32268561-32268851
TSBP1-AS1,chr6:32271153-32272091
TSBP1-AS1,chr6:32291481-32291958
TSBP1-AS1,chr6:32326927-32327681
TSBP1-AS1,chr6:32331990-32332039
TSBP1-AS1,chr6:32379566-32379950
TSBP1-AS1,chr6:32382863-32382968
TSBP1-AS1,chr6:32397189-32397588
TSBP1-AS1,TSBP1-AS1
MIR222HG,chrX:45749369-45749824
MIR222HG,chrX:45753184-45754429
MIR222HG,chrX:45755636-45756892
MIR222HG,chrX:45758125-45759697
MIR222HG,chrX:45760360-45760669
MIR222HG,chrX:45762239-45763651
MIR222HG,chrX:45765440-45772380
MIR222HG,MIR222HG
chr8:124600414-124602115,MTSS1
chr8:124600414-124602115,chr8:124600414-124602115
chr10:19638379-19639303,MALRD1
chr10:19638379-19639303,chr10:19638379-19639303
chr14:54579673-54580020,SAMD4A
chr14:54579673-54580020,chr14:54579673-54580020
chr7:148564118-148565043,AC006974.2
chr7:148564118-148565043,chr7:148564118-148565043
chr11:60241815-60243448,MS4A4E
chr11:60241815-60243448,chr11:60241815-60243448
chr2:145259034-145259620,TEX41
chr2:145259034-145259620,chr2:145259034-145259620
chr12:8057333-8059135,C3AR1
chr12:8057333-8059135,chr12:8057333-8059135
chr16:80466189-80466764,AC105411.1
chr16:80466189-80466764,chr16:80466189-80466764
chr18:63879823-63879983,SERPINB2
chr18:63879823-63879983,chr18:63879823-63879983
chr12:122979463-122987891,ABCB9
chr12:122979463-122987891,chr12:122979463-122987891
chr10:102927514-102928033,CNNM2
chr10:102927514-102928033,chr10:102927514-102928033
chr7:47580903-47582619,TNS3
chr7:47580903-47582619,chr7:47580903-47582619
chr5:65779625-65780150,NLN
chr5:65779625-65780150,chr5:65779625-65780150
chr2:96343728-96344622,NCAPH
chr2:96343728-96344622,chr2:96343728-96344622
chr2:985582-985867,SNTG2
chr2:985582-985867,chr2:985582-985867
chr20:63749757-63753381,ZBTB46
chr20:63749757-63753381,chr20:63749757-63753381
chr4:101527078-101527756,BANK1
chr4:101527078-101527756,chr4:101527078-101527756
chr18:8045929-8046186,PTPRM
chr18:8045929-8046186,chr18:8045929-8046186
chr7:36263704-36264763,EEPD1
chr7:36263704-36264763,chr7:36263704-36264763
chr9:72525210-72525552,TMC1
chr9:72525210-72525552,chr9:72525210-72525552
chr13:110559583-110562674,RAB20
chr13:110559583-110562674,chr13:110559583-110562674
chr7:38256566-38257769,TRGJP2
chr7:38256566-38257769,chr7:38256566-38257769
chr15:100944320-100944426,LRRK1
chr15:100944320-100944426,chr15:100944320-100944426
chr10:11483511-11483956,USP6NL
chr10:11483511-11483956,chr10:11483511-11483956
chr2:151833984-151834451,CACNB4
chr2:151833984-151834451,chr2:151833984-151834451
chr5:94422717-94423161,KIAA0825
chr5:94422717-94423161,chr5:94422717-94423161
chr9:87517786-87519294,DAPK1
chr9:87517786-87519294,chr9:87517786-87519294
chr9:104872858-104873815,ABCA1
chr9:104872858-104873815,chr9:104872858-104873815
chr13:50882855-50883403,DLEU1
chr13:50882855-50883403,chr13:50882855-50883403
chr13:28429540-28430585,FLT1
chr13:28429540-28430585,chr13:28429540-28430585
chr17:62703323-62704875,AC005821.1
chr17:62703323-62704875,chr17:62703323-62704875
chr5:59380365-59380834,PDE4D
chr5:59380365-59380834,chr5:59380365-59380834
chr6:116514089-116514529,TRAPPC3L
chr6:116514089-116514529,chr6:116514089-116514529
chr12:121185034-121186131,P2RX7
chr12:121185034-121186131,chr12:121185034-121186131
chr2:215615759-215616247,AC012668.3
chr2:215615759-215616247,LINC00607
chr2:215615759-215616247,chr2:215615759-215616247
chr6:144305819-144306533,UTRN
chr6:144305819-144306533,chr6:144305819-144306533
chr17:10036297-10037209,GAS7
chr17:10036297-10037209,chr17:10036297-10037209
chr17:64120291-64121812,ERN1
chr17:64120291-64121812,chr17:64120291-64121812
chr7:132518176-132518460,PLXNA4
chr7:132518176-132518460,chr7:132518176-132518460
chr8:39995653-39996090,IDO2
chr8:39995653-39996090,chr8:39995653-39996090
chr20:52971902-52974673,TSHZ2
chr20:52971902-52974673,chr20:52971902-52974673
chr16:4052669-4054231,ADCY9
chr16:4052669-4054231,chr16:4052669-4054231
chr5:96331148-96331584,AC104123.1
chr5:96331148-96331584,chr5:96331148-96331584
chr1:24744514-24747077,CLIC4
chr1:24744514-24747077,chr1:24744514-24747077
chr17:78213295-78214852,BIRC5
chr17:78213295-78214852,chr17:78213295-78214852
chr5:91187384-91187832,LUCAT1
chr5:91187384-91187832,chr5:91187384-91187832
RNF130,chr5:179913850-179914773
RNF130,chr5:179916983-179917612
RNF130,chr5:179919585-179919902
RNF130,chr5:179923351-179923940
RNF130,chr5:179959620-179960042
RNF130,chr5:179970835-179971828
RNF130,chr5:179975064-179975776
RNF130,chr5:180006907-180007985
RNF130,chr5:180020192-180020593
RNF130,chr5:180026352-180026748
RNF130,chr5:180069269-180073134
RNF130,RNF130
chr6:111105675-111105832,SLC16A10
chr6:111105675-111105832,chr6:111105675-111105832
chr15:59296003-59296511,MYO1E
chr15:59296003-59296511,chr15:59296003-59296511
chr4:139763749-139764193,MAML3
chr4:139763749-139764193,chr4:139763749-139764193
chr6:134245531-134248070,SGK1
chr6:134245531-134248070,chr6:134245531-134248070
chr4:138919097-138919533,AC109927.1
chr4:138919097-138919533,chr4:138919097-138919533
chr14:56147927-56148626,PELI2
chr14:56147927-56148626,chr14:56147927-56148626
chr8:130152610-130153010,ASAP1
chr8:130152610-130153010,chr8:130152610-130153010
chr12:107368392-107371052,BTBD11
chr12:107368392-107371052,chr12:107368392-107371052
chr7:29084710-29085320,CPVL
chr7:29084710-29085320,chr7:29084710-29085320
chr17:72617913-72618564,LINC00511
chr17:72617913-72618564,chr17:72617913-72618564
chr20:3994866-3995760,RNF24
chr20:3994866-3995760,chr20:3994866-3995760
chr19:42184123-42186627,POU2F2
chr19:42184123-42186627,chr19:42184123-42186627
chr10:93462885-93464820,MYOF
chr10:93462885-93464820,chr10:93462885-93464820
chr2:187447983-187448784,AC007319.1
chr2:187447983-187448784,CALCRL
chr2:187447983-187448784,chr2:187447983-187448784
chr14:92459294-92459665,SLC24A4
chr14:92459294-92459665,chr14:92459294-92459665
chr12:122700558-122700992,AC026333.3
chr12:122700558-122700992,chr12:122700558-122700992
GRN,chr17:44343801-44346570
GRN,chr17:44347517-44349174
GRN,chr17:44350337-44351513
GRN,chr17:44352369-44355879
GRN,GRN
chr14:71395053-71396205,SIPA1L1
chr14:71395053-71396205,chr14:71395053-71396205
chr16:3954181-3954886,ADCY9
chr16:3954181-3954886,chr16:3954181-3954886
chr17:59836426-59849920,VMP1
chr17:59836426-59849920,chr17:59836426-59849920
chr3:122059900-122060699,CD86
chr3:122059900-122060699,chr3:122059900-122060699
AC093916.1,AC093916.1
chr7:80883389-80884025,SEMA3C
chr7:80883389-80884025,chr7:80883389-80884025
ITSN1,chr21:33640924-33645483
ITSN1,chr21:33655101-33655502
ITSN1,chr21:33657025-33657670
ITSN1,chr21:33761698-33762067
ITSN1,chr21:33842420-33843176
ITSN1,chr21:33894624-33895369
ITSN1,ITSN1
chr12:66693843-66694318,GRIP1
chr12:66693843-66694318,chr12:66693843-66694318
chr1:210343101-210344003,HHAT
chr1:210343101-210344003,chr1:210343101-210344003
chr6:90087868-90088592,BACH2
chr6:90087868-90088592,chr6:90087868-90088592
chr6:157442239-157442738,ZDHHC14
chr6:157442239-157442738,chr6:157442239-157442738
chr18:68721448-68723280,CCDC102B
chr18:68721448-68723280,chr18:68721448-68723280
chr2:111156935-111158255,MIR4435-2HG
chr2:111156935-111158255,chr2:111156935-111158255
chr7:84242990-84243422,SEMA3A
chr7:84242990-84243422,chr7:84242990-84243422
chr1:23907708-23913996,CNR2
chr1:23907708-23913996,chr1:23907708-23913996
chr3:151135443-151136317,MED12L
chr3:151135443-151136317,chr3:151135443-151136317
chr4:71243079-71243529,SLC4A4
chr4:71243079-71243529,chr4:71243079-71243529
chr15:94272178-94273223,MCTP2
chr15:94272178-94273223,chr15:94272178-94273223
chr1:205977351-205977842,RAB7B
chr1:205977351-205977842,chr1:205977351-205977842
chr14:98192699-98193083,AL163932.1
chr14:98192699-98193083,chr14:98192699-98193083
ROR1,chr1:63773710-63774197
ROR1,chr1:63828393-63828676
ROR1,chr1:63891030-63891555
ROR1,chr1:63892741-63893511
ROR1,chr1:64019851-64020201
ROR1,chr1:64171752-64172057
ROR1,ROR1
chr4:139841461-139842005,MAML3
chr4:139841461-139842005,chr4:139841461-139842005
chr10:75612730-75613518,LRMDA
chr10:75612730-75613518,chr10:75612730-75613518
chr5:97161935-97162389,LIX1-AS1
chr5:97161935-97162389,chr5:97161935-97162389
TEC,chr4:48137499-48140111
TEC,chr4:48140912-48141419
TEC,chr4:48173305-48173716
TEC,chr4:48179221-48179504
TEC,chr4:48180278-48180658
TEC,chr4:48187804-48188205
TEC,chr4:48193372-48193945
TEC,chr4:48194945-48195854
TEC,chr4:48196752-48197126
TEC,chr4:48211887-48212706
TEC,chr4:48224596-48225043
TEC,chr4:48226214-48226632
TEC,chr4:48227442-48228102
TEC,chr4:48238194-48238350
TEC,chr4:48243864-48244289
TEC,chr4:48247105-48247586
TEC,chr4:48262877-48263421
TEC,chr4:48266798-48267155
TEC,chr4:48268904-48271350
TEC,TEC
chr6:148351395-148351573,SASH1
chr6:148351395-148351573,chr6:148351395-148351573
chr2:38827470-38828134,DHX57
chr2:38827470-38828134,chr2:38827470-38828134
chr6:163766136-163766581,AL078602.1
chr6:163766136-163766581,chr6:163766136-163766581
chr7:17304895-17305790,AHR
chr7:17304895-17305790,chr7:17304895-17305790
chr8:117989306-117990816,EXT1
chr8:117989306-117990816,chr8:117989306-117990816
chr8:47593562-47594093,SPIDR
chr8:47593562-47594093,chr8:47593562-47594093
chr2:148887390-148888453,AC105402.3
chr2:148887390-148888453,chr2:148887390-148888453
CXCL11,chr4:76035032-76035588
CXCL11,CXCL11
chr9:123233974-123235282,STRBP
chr9:123233974-123235282,chr9:123233974-123235282
RUFY4,chr2:218032095-218036894
RUFY4,chr2:218041197-218042181
RUFY4,chr2:218043279-218043439
RUFY4,chr2:218045825-218048358
RUFY4,chr2:218063237-218065995
RUFY4,chr2:218066854-218067848
RUFY4,chr2:218068365-218069432
RUFY4,chr2:218073911-218074359
RUFY4,chr2:218081045-218081504
RUFY4,RUFY4
LEPR,chr1:65419341-65422265
LEPR,chr1:65423930-65424286
LEPR,chr1:65538045-65538293
LEPR,LEPR
ABCA3,chr16:2296570-2296930
ABCA3,chr16:2339531-2342389
ABCA3,ABCA3
chr10:97497448-97500536,UBTD1
chr10:97497448-97500536,chr10:97497448-97500536
chr3:151391770-151392090,MED12L
